Year,Ceremony,Award,Winner,Recipient,Song,Film,IMDBid
1964,37,Special Visual Effects,1,"Peter Ellenshaw, Eustace Lycett, Hamilton Luske",,Mary Poppins,tt1392190
1964,37,Actor,1,Rex Harrison,,My Fair Lady,tt0058385
1964,37,Art Direction (Color),1,"Art Direction: Gene Allen, Cecil Beaton; Set Decoration: George James Hopkins",,My Fair Lady,tt0058385
1964,37,Best Picture,1,"Jack L. Warner, Producer",,My Fair Lady,tt0058385
1964,37,Cinematography (Color),1,Harry Stradling,,My Fair Lady,tt0058385
1964,37,Costume Design (Color),1,Cecil Beaton,,My Fair Lady,tt0058385
1964,37,Directing,1,George Cukor,,My Fair Lady,tt0058385
1964,37,"Music (Scoring of Music, Adaptation or Treatment)",1,Andre Previn,,My Fair Lady,tt0058385
1964,37,Sound,1,"Warner Brothers Studio Sound Department, George R. Groves, Sound Director",,My Fair Lady,tt0058385
1964,37,Documentary (Short Subject),1,"Charles Guggenheim, Producer",,Nine from Little Rock,
1964,37,Costume Design (Black and White),1,Dorothy Jeakins,,The Night of the Iguana,
1964,37,Short Subject (Cartoon),1,"David H. DePatie and Friz Freleng, Producers",,The Pink Phink,
1964,37,Actor in a Supporting Role,1,Peter Ustinov,,Topkapi,
1964,37,Foreign Language Film,1,Italy,,"Yesterday, Today and Tomorrow",
1964,37,Actress in a Supporting Role,1,Lila Kedrova,,Zorba the Greek,
1964,37,Art Direction (Black and White),1,Vassilis Fotopoulos,,Zorba the Greek,
1964,37,Cinematography (Black and White),1,Walter Lassally,,Zorba the Greek,
1965,38,Actress in a Supporting Role,1,Shelley Winters,,A Patch of Blue,
1965,38,Actor in a Supporting Role,1,Martin Balsam,,A Thousand Clowns,
1965,38,Actor,1,Lee Marvin,,Cat Ballou,
1965,38,Actress,1,Julie Christie,,Darling,
1965,38,Costume Design (Black and White),1,Julie Harris,,Darling,
1965,38,"Writing (Story and Screenplay, Written Directly for the Screen)",1,Frederic Raphael,,Darling,
1965,38,Art Direction (Color),1,"Art Direction: John Box, Terry Marsh; Set Decoration: Dario Simoni",,Doctor Zhivago,tt0059113
1965,38,Cinematography (Color),1,Freddie Young,,Doctor Zhivago,tt0059113
1965,38,Costume Design (Color),1,Phyllis Dalton,,Doctor Zhivago,tt0059113
1965,38,"Music (Music Score, Substantially Original)",1,Maurice Jarre,,Doctor Zhivago,tt0059113
1965,38,"Writing (Screenplay, Based on Material from Another Medium)",1,Robert Bolt,,Doctor Zhivago,tt0059113
1965,38,Honorary Award,1,Bob Hope,,NA,NA
1965,38,Irving G. Thalberg Memorial Award,1,William Wyler,,NA,NA
1965,38,Jean Hersholt Humanitarian Award,1,Edmond L. DePatie,,NA,NA
1965,38,Art Direction (Black and White),1,Art Direction: Robert Clatworthy; Set Decoration: Joseph Kish,,Ship of Fools,
1965,38,Cinematography (Black and White),1,Ernest Laszlo,,Ship of Fools,
1965,38,Short Subject (Live Action),1,"Claude Berri, Producer",,The Chicken (Le Poulet),
1965,38,Short Subject (Cartoon),1,"Chuck Jones and Les Goldman, Producers",,The Dot and the Line,
1965,38,Documentary (Feature),1,"Sidney Glazier, Producer",,The Eleanor Roosevelt Story,
1965,38,Sound Effects,1,Tregoweth Brown,,The Great Race,
1965,38,Music (Song),1,Music by Johnny Mandel; Lyrics by Paul Francis Webster,"""The Shadow Of Your Smile""",The Sandpiper,
1965,38,Foreign Language Film,1,Czechoslovakia,,The Shop on Main Street,
1965,38,Best Picture,1,"Robert Wise, Producer",,The Sound of Music,
1965,38,Directing,1,Robert Wise,,The Sound of Music,
1965,38,Film Editing,1,William Reynolds,,The Sound of Music,
1965,38,"Music (Scoring of Music, Adaptation or Treatment)",1,Irwin Kostal,,The Sound of Music,
1965,38,Sound,1,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",,The Sound of Music,
1965,38,Special Visual Effects,1,John Stears,,Thunderball,
1965,38,Documentary (Short Subject),1,"Francis Thompson, Producer",,To Be Alive!,
1966,39,"Music (Scoring of Music, Adaptation or Treatment)",1,Ken Thorne,,A Funny Thing Happened on the Way to the Forum,
1966,39,Foreign Language Film,1,France,,A Man and a Woman,
1966,39,"Writing (Story and Screenplay, Written Directly for the Screen)",1,"Story by Claude Lelouch; Screenplay by Claude Lelouch, Pierre Uytterhoeven",,A Man and a Woman,
1966,39,Actor,1,Paul Scofield,,A Man for All Seasons,tt0060665
1966,39,Best Picture,1,"Fred Zinnemann, Producer",,A Man for All Seasons,tt0060665
1966,39,Cinematography (Color),1,Ted Moore,,A Man for All Seasons,tt0060665
1966,39,Costume Design (Color),1,"Elizabeth Haffenden, Joan Bridge",,A Man for All Seasons,tt0060665
1966,39,Directing,1,Fred Zinnemann,,A Man for All Seasons,tt0060665
1966,39,"Writing (Screenplay, Based on Material from Another Medium)",1,Robert Bolt,,A Man for All Seasons,tt0060665
1966,39,Documentary (Short Subject),1,"Edmond A. Levy, Producer",,A Year toward Tomorrow,
1966,39,Music (Original Music Score),1,John Barry,,Born Free,
1966,39,Music (Song),1,Music by John Barry; Lyrics by Don Black,"""Born Free""",Born Free,
1966,39,Art Direction (Color),1,"Art Direction: Jack Martin Smith, Dale Hennesy; Set Decoration: Walter M. Scott, Stuart A. Reiss",,Fantastic Voyage,
1966,39,Special Visual Effects,1,Art Cruickshank,,Fantastic Voyage,
1966,39,Film Editing,1,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo",,Grand Prix,
1966,39,Sound,1,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",,Grand Prix,
1966,39,Sound Effects,1,Gordon Daniel,,Grand Prix,
1966,39,Short Subject (Cartoon),1,"John Hubley and Faith Hubley, Producers",,Herb Alpert and the Tijuana Brass Double Feature,
1966,39,Honorary Award,1,Y. Frank Freeman,,NA,NA
1966,39,Honorary Award,1,Yakima Canutt,,NA,NA
1966,39,Irving G. Thalberg Memorial Award,1,Robert Wise,,NA,NA
1966,39,Jean Hersholt Humanitarian Award,1,George Bagnall,,NA,NA
1966,39,Actor in a Supporting Role,1,Walter Matthau,,The Fortune Cookie,
1966,39,Documentary (Feature),1,"Peter Watkins, Producer",,The War Game,
1966,39,Actress,1,Elizabeth Taylor,,Who's Afraid of Virginia Woolf?,
1966,39,Actress in a Supporting Role,1,Sandy Dennis,,Who's Afraid of Virginia Woolf?,
1966,39,Art Direction (Black and White),1,Art Direction: Richard Sylbert; Set Decoration: George James Hopkins,,Who's Afraid of Virginia Woolf?,
1966,39,Cinematography (Black and White),1,Haskell Wexler,,Who's Afraid of Virginia Woolf?,
1966,39,Costume Design (Black and White),1,Irene Sharaff,,Who's Afraid of Virginia Woolf?,
1966,39,Short Subject (Live Action),1,"Edgar Anstey, Producer",,Wild Wings,
1967,40,Short Subject (Live Action),1,"Christopher Chapman, Producer",,A Place to Stand,
1967,40,Actress in a Supporting Role,1,Estelle Parsons,,Bonnie and Clyde,
1967,40,Cinematography,1,Burnett Guffey,,Bonnie and Clyde,
1967,40,Art Direction,1,"Art Direction: John Truscott, Edward Carrere; Set Decoration: John W. Brown",,Camelot,
1967,40,Costume Design,1,John Truscott,,Camelot,
1967,40,"Music (Scoring of Music, Adaptation or Treatment)",1,"Alfred Newman, Ken Darby",,Camelot,
1967,40,Foreign Language Film,1,Czechoslovakia,,Closely Watched Trains,
1967,40,Actor in a Supporting Role,1,George Kennedy,,Cool Hand Luke,
1967,40,Music (Song),1,Music and Lyrics by Leslie Bricusse,"""Talk To The Animals""",Doctor Dolittle,
1967,40,Special Visual Effects,1,L. B. Abbott,,Doctor Dolittle,
1967,40,Actress,1,Katharine Hepburn,,Guess Who's Coming to Dinner,
1967,40,"Writing (Story and Screenplay, Written Directly for the Screen)",1,William Rose,,Guess Who's Coming to Dinner,
1967,40,Actor,1,Rod Steiger,,In the Heat of the Night,tt0061811
1967,40,Best Picture,1,"Walter Mirisch, Producer",,In the Heat of the Night,tt0061811
1967,40,Film Editing,1,Hal Ashby,,In the Heat of the Night,tt0061811
1967,40,Sound,1,Samuel Goldwyn Studio Sound Department,,In the Heat of the Night,tt0061811
1967,40,"Writing (Screenplay, Based on Material from Another Medium)",1,Stirling Silliphant,,In the Heat of the Night,tt0061811
1967,40,Honorary Award,1,Arthur Freed,,NA,NA
1967,40,Irving G. Thalberg Memorial Award,1,Alfred Hitchcock,,NA,NA
1967,40,Jean Hersholt Humanitarian Award,1,Gregory Peck,,NA,NA
1967,40,Documentary (Feature),1,"Pierre Schoendoerffer, Producer",,The Anderson Platoon,
1967,40,Short Subject (Cartoon),1,"Fred Wolf, Producer",,The Box,
1967,40,Sound Effects,1,John Poyner,,The Dirty Dozen,
1967,40,Directing,1,Mike Nichols,,The Graduate,
1967,40,Documentary (Short Subject),1,"Mark Harris and Trevor Greenwood, Producers",,The Redwoods,
1967,40,Music (Original Music Score),1,Elmer Bernstein,,Thoroughly Modern Millie,
1968,41,Special Visual Effects,1,Stanley Kubrick,,2001: A Space Odyssey,
1968,41,Film Editing,1,Frank P. Keller,,Bullitt,
1968,41,Actor,1,Cliff Robertson,,Charly,
1968,41,Actress,1,Barbra Streisand,,Funny Girl,
1968,41,Documentary (Feature),1,"Bill McGaw, Producer",,Journey into Self,
1968,41,Jean Hersholt Humanitarian Award,1,Martha Raye,,NA,NA
1968,41,Art Direction,1,"Art Direction: John Box, Terence Marsh; Set Decoration: Vernon Dixon, Ken Muggleston",,Oliver!,tt0063385
1968,41,Best Picture,1,"John Woolf, Producer",,Oliver!,tt0063385
1968,41,Directing,1,Carol Reed,,Oliver!,tt0063385
1968,41,Honorary Award,1,Onna White,,Oliver!,tt0063385
1968,41,"Music (Score of a Musical Picture, Original or Adaptation)",1,Adaptation score by John Green,,Oliver!,tt0063385
1968,41,Sound,1,Shepperton Studio Sound Department,,Oliver!,tt0063385
1968,41,Honorary Award,1,John Chambers,,Planet of the Apes,
1968,41,Short Subject (Live Action),1,"Charles Guggenheim, Producer",,Robert Kennedy Remembered,
1968,41,Cinematography,1,Pasqualino De Santis,,Romeo and Juliet,
1968,41,Costume Design,1,Danilo Donati,,Romeo and Juliet,
1968,41,Actress in a Supporting Role,1,Ruth Gordon,,Rosemary's Baby,
1968,41,Actress,1,Katharine Hepburn,,The Lion in Winter,
1968,41,"Music (Original Score, for a Motion Picture [Not a Musical])",1,John Barry,,The Lion in Winter,
1968,41,"Writing (Screenplay, Based on Material from Another Medium)",1,James Goldman,,The Lion in Winter,
1968,41,"Writing (Story and Screenplay, Written Directly for the Screen)",1,Mel Brooks,,The Producers,
1968,41,Actor in a Supporting Role,1,Jack Albertson,,The Subject Was Roses,
1968,41,"Music (Song, Original for the Picture)",1,Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman,"""The Windmills Of Your Mind""",The Thomas Crown Affair,
1968,41,Foreign Language Film,1,Union of Soviet Socialist Republics,,War and Peace,
1968,41,Documentary (Short Subject),1,"Saul Bass, Producer",,Why Man Creates,
1968,41,Short Subject (Cartoon),1,"Walt Disney, Producer",,Winnie the Pooh and the Blustery Day,
1969,42,Costume Design,1,Margaret Furse,,Anne of the Thousand Days,
1969,42,Documentary (Feature),1,"Bernard Chevry, Producer",,Arthur Rubinstein - The Love of Life,
1969,42,Cinematography,1,Conrad Hall,,Butch Cassidy and the Sundance Kid,
1969,42,"Music (Original Score, for a Motion Picture [Not a Musical])",1,Burt Bacharach,,Butch Cassidy and the Sundance Kid,
1969,42,"Music (Song, Original for the Picture)",1,Music by Burt Bacharach; Lyrics by Hal David,"""Raindrops Keep Fallin' On My Head""",Butch Cassidy and the Sundance Kid,
1969,42,"Writing (Story and Screenplay, Based on Material Not Previously Published or Produced)",1,William Goldman,,Butch Cassidy and the Sundance Kid,
1969,42,Actress in a Supporting Role,1,Goldie Hawn,,Cactus Flower,
1969,42,Documentary (Short Subject),1,"Denis Sanders and Robert M. Fresco, Producers",,Czechoslovakia 1968,
1969,42,Art Direction,1,"Art Direction: John DeCuir, Jack Martin Smith, Herman Blumenthal; Set Decoration: Walter M. Scott, George Hopkins, Raphael Bretton",,"Hello, Dolly!",
1969,42,"Music (Score of a Musical Picture, Original or Adaptation)",1,Adaptation score by Lennie Hayton and Lionel Newman,,"Hello, Dolly!",
1969,42,Sound,1,"Jack Solomon, Murray Spivack",,"Hello, Dolly!",
1969,42,Short Subject (Cartoon),1,"Ward Kimball, Producer",,It's Tough to Be a Bird,
1969,42,Special Visual Effects,1,Robbie Robertson,,Marooned,
1969,42,Best Picture,1,"Jerome Hellman, Producer",,Midnight Cowboy,
1969,42,Directing,1,John Schlesinger,,Midnight Cowboy,
1969,42,"Writing (Screenplay, Based on Material from Another Medium)",1,Waldo Salt,,Midnight Cowboy,
1969,42,Honorary Award,1,Cary Grant,,NA,NA
1969,42,Jean Hersholt Humanitarian Award,1,George Jessel,,NA,NA
1969,42,Short Subject (Live Action),1,"Joan Keller Stern, Producer",,The Magic Machines,
1969,42,Actress,1,Maggie Smith,,The Prime of Miss Jean Brodie,
1969,42,Actor in a Supporting Role,1,Gig Young,,"They Shoot Horses, Don't They?",
1969,42,Actor,1,John Wayne,,True Grit,
1969,42,Film Editing,1,Françoise Bonnot,,Z,
1969,42,Foreign Language Film,1,Algeria,,Z,
1970,43,Actress in a Supporting Role,1,Helen Hayes,,Airport,
1970,43,Costume Design,1,Nino Novarese,,Cromwell,
1970,43,Documentary (Short Subject),1,"Joseph Strick, Producer",,Interviews with My Lai Veterans,
1970,43,Foreign Language Film,1,Italy,,Investigation of a Citizen above Suspicion,
1970,43,Short Subject (Cartoon),1,"Nick Bosustow, Producer",,Is It Always Right to Be Right?,
1970,43,Music (Original Song Score),1,Music and lyrics by The Beatles,,Let It Be,
1970,43,Music (Original Score),1,Francis Lai,,Love Story,
1970,43,"Music (Song, Original for the Picture)",1,Music by Fred Karlin; Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James),"""For All We Know""",Lovers and Other Strangers,
1970,43,"Writing (Screenplay, Based on Material from Another Medium)",1,"Ring Lardner, Jr.",,M*A*S*H,
1970,43,Actress in a Supporting Role,1,Sally Kellerman,,MA*S*H,
1970,43,Best Picture,1,"Ingo Preminger, Producer",,MA*S*H,
1970,43,Directing,1,Robert Altman,,MA*S*H,
1970,43,Film Editing,1,Danford B. Greene,,MA*S*H,
1970,43,Honorary Award,1,Lillian Gish,,NA,NA
1970,43,Honorary Award,1,Orson Welles,,NA,NA
1970,43,Irving G. Thalberg Memorial Award,1,Ingmar Bergman,,NA,NA
1970,43,Jean Hersholt Humanitarian Award,1,Frank Sinatra,,NA,NA
1970,43,Actor,1,George C. Scott,,Patton,t0066206
1970,43,Art Direction,1,"Art Direction: Urie McCleary, Gil Parrondo; Set Decoration: Antonio Mateos, Pierre-Louis Thevenet",,Patton,t0066206
1970,43,Best Picture,1,"Frank McCarthy, Producer",,Patton,t0066206
1970,43,Directing,1,Franklin J. Schaffner,,Patton,t0066206
1970,43,Film Editing,1,Hugh S. Fowler,,Patton,t0066206
1970,43,Sound,1,"Douglas Williams, Don Bassman",,Patton,t0066206
1970,43,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",1,"Francis Ford Coppola, Edmund H. North",,Patton,t0066206
1970,43,Actor in a Supporting Role,1,John Mills,,Ryan's Daughter,
1970,43,Cinematography,1,Freddie Young,,Ryan's Daughter,
1970,43,Short Subject (Live Action),1,"John Longenecker, Producer",,The Resurrection of Broncho Billy,
1970,43,Special Visual Effects,1,"A. D. Flowers, L. B. Abbott",,Tora! Tora! Tora!,
1970,43,Actress,1,Glenda Jackson,,Women in Love,
1970,43,Documentary (Feature),1,"Bob Maurice, Producer",,Woodstock,
1971,44,Special Visual Effects,1,"Alan Maley, Eustace Lycett, Danny Lee",,Bedknobs and Broomsticks,
1971,44,Cinematography,1,Oswald Morris,,Fiddler on the Roof,
1971,44,Music (Scoring: Adaptation and Original Song Score),1,Adaptation Score by John Williams,,Fiddler on the Roof,
1971,44,Sound,1,"Gordon K. McCallum, David Hildyard",,Fiddler on the Roof,
1971,44,Actress,1,Jane Fonda,,Klute,
1971,44,Honorary Award,1,Charles Chaplin,,NA,NA
1971,44,Art Direction,1,"Art Direction: John Box, Ernest Archer, Jack Maxsted, Gil Parrondo; Set Decoration: Vernon Dixon",,Nicholas and Alexandra,
1971,44,Costume Design,1,"Yvonne Blake, Antonio Castillo",,Nicholas and Alexandra,
1971,44,Documentary (Short Subject),1,"Manuel Arango and Robert Amram, Producers",,Sentinels of Silence,
1971,44,Short Subject (Live Action),1,"Manuel Arango and Robert Amram, Producers",,Sentinels of Silence,
1971,44,"Music (Song, Original for the Picture)",1,Music and Lyrics by Isaac Hayes,"""Theme From Shaft""",Shaft,
1971,44,Music (Original Dramatic Score),1,Michel Legrand,,Summer of '42,
1971,44,Short Subject (Animated),1,"Ted Petok, Producer",,The Crunch Bird,
1971,44,Actor,1,Gene Hackman,,The French Connection,tt0067116
1971,44,Best Picture,1,"Philip D'Antoni, Producer",,The French Connection,tt0067116
1971,44,Directing,1,William Friedkin,,The French Connection,tt0067116
1971,44,Film Editing,1,Jerry Greenberg,,The French Connection,tt0067116
1971,44,"Writing (Screenplay, Based on Material from Another Medium)",1,Ernest Tidyman,,The French Connection,tt0067116
1971,44,Foreign Language Film,1,Italy,,The Garden of the Finzi Continis,
1971,44,Documentary (Feature),1,"Walon Green, Producer",,The Hellstrom Chronicle,
1971,44,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",1,Paddy Chayefsky,,The Hospital,
1971,44,Actor in a Supporting Role,1,Ben Johnson,,The Last Picture Show,t0067328
1971,44,Actress in a Supporting Role,1,Cloris Leachman,,The Last Picture Show,t0067328
1972,45,Short Subject (Animated),1,"Richard Williams, Producer",,A Christmas Carol,
1972,45,Actress in a Supporting Role,1,Eileen Heckart,,Butterflies Are Free,
1972,45,Actor in a Supporting Role,1,Joel Grey,,Cabaret,tt0068327
1972,45,Actress,1,Liza Minnelli,,Cabaret,tt0068327
1972,45,Art Direction,1,"Art Direction: Rolf Zehetbauer, Jurgen Kiebach; Set Decoration: Herbert Strabel",,Cabaret,tt0068327
1972,45,Cinematography,1,Geoffrey Unsworth,,Cabaret,tt0068327
1972,45,Directing,1,Bob Fosse,,Cabaret,tt0068327
1972,45,Film Editing,1,David Bretherton,,Cabaret,tt0068327
1972,45,Music (Scoring: Adaptation and Original Song Score),1,Adaptation Score by Ralph Burns,,Cabaret,tt0068327
1972,45,Sound,1,"Robert Knudson, David Hildyard",,Cabaret,tt0068327
1972,45,Special Achievement Award (Visual Effects),1,The Poseidon Adventure,,"L. B. Abbott, A. D. Flowers",
1972,45,Music (Original Dramatic Score),1,"Charles Chaplin, Raymond Rasch, Larry Russell",,Limelight,
1972,45,Documentary (Feature),1,"Howard Smith and Sarah Kernochan, Producers",,Marjoe,
1972,45,Honorary Award,1,Charles S. Boren,,NA,NA
1972,45,Honorary Award,1,Edward G. Robinson,,NA,NA
1972,45,Jean Hersholt Humanitarian Award,1,Rosalind Russell,,NA,NA
1972,45,Short Subject (Live Action),1,"Richard Barclay, Producer",,Norman Rockwell's World...An American Dream,
1972,45,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",1,Jeremy Larner,,The Candidate,
