"Year","Ceremony","Award","Winner","Recipient","Song","Film","IMDBid.x","IMDBid.y","ItemYear","ItemRuntime"
"1964",37,"Writing (Story and Screenplay, Written Directly for the Screen)",1,"Story by S. H. Barnett; Screenplay by Peter Stone, Frank Tarloff",NA,"Father Goose",NA,"tt0058092","1964","118 min"
"1964",37,"Sound Effects",1,"Norman Wanstall",NA,"Goldfinger",NA,"tt0058150","1964","110 min"
"1964",37,"Documentary (Feature)",1,"Jacques-Yves Cousteau, Producer",NA,"Jacques-Yves Cousteau's World without Sun",NA,NA,NA,NA
"1964",37,"Documentary (Short Subject)",1,"Charles Guggenheim, Producer",NA,"Nine from Little Rock",NA,"tt0058410","1964","20 min"
"1964",37,"Costume Design (Black and White)",1,"Dorothy Jeakins",NA,"The Night of the Iguana",NA,"tt0058404","1964","125 min"
"1964",37,"Short Subject (Cartoon)",1,"David H. DePatie and Friz Freleng, Producers",NA,"The Pink Phink",NA,"tt0058472","1964","7 min"
"1964",37,"Actor in a Supporting Role",1,"Peter Ustinov",NA,"Topkapi",NA,"tt0058672","1964","120 min"
"1964",37,"Foreign Language Film",1,"Italy",NA,"Yesterday, Today and Tomorrow",NA,"tt0057171","1963","119 min"
"1964",37,"Actress in a Supporting Role",1,"Lila Kedrova",NA,"Zorba the Greek",NA,"tt0057831","1964","142 min"
"1964",37,"Art Direction (Black and White)",1,"Vassilis Fotopoulos",NA,"Zorba the Greek",NA,"tt0057831","1964","142 min"
"1964",37,"Cinematography (Black and White)",1,"Walter Lassally",NA,"Zorba the Greek",NA,"tt0057831","1964","142 min"
"1965",38,"Actress in a Supporting Role",1,"Shelley Winters",NA,"A Patch of Blue",NA,"tt0059573","1965","105 min"
"1965",38,"Actor in a Supporting Role",1,"Martin Balsam",NA,"A Thousand Clowns",NA,"tt0059798","1965","118 min"
"1965",38,"Actor",1,"Lee Marvin",NA,"Cat Ballou",NA,"tt0059017","1965","97 min"
"1965",38,"Actress",1,"Julie Christie",NA,"Darling",NA,"tt0059084","1965","128 min"
"1965",38,"Costume Design (Black and White)",1,"Julie Harris",NA,"Darling",NA,"tt0059084","1965","128 min"
"1965",38,"Writing (Story and Screenplay, Written Directly for the Screen)",1,"Frederic Raphael",NA,"Darling",NA,"tt0059084","1965","128 min"
"1965",38,"Art Direction (Black and White)",1,"Art Direction: Robert Clatworthy; Set Decoration: Joseph Kish",NA,"Ship of Fools",NA,"tt0059712","1965","149 min"
"1965",38,"Cinematography (Black and White)",1,"Ernest Laszlo",NA,"Ship of Fools",NA,"tt0059712","1965","149 min"
"1965",38,"Short Subject (Live Action)",1,"Claude Berri, Producer",NA,"The Chicken (Le Poulet)",NA,NA,NA,NA
"1965",38,"Short Subject (Cartoon)",1,"Chuck Jones and Les Goldman, Producers",NA,"The Dot and the Line",NA,NA,NA,NA
"1965",38,"Documentary (Feature)",1,"Sidney Glazier, Producer",NA,"The Eleanor Roosevelt Story",NA,"tt0059145","1965","90 min"
"1965",38,"Sound Effects",1,"Tregoweth Brown",NA,"The Great Race",NA,"tt0059243","1965","160 min"
"1965",38,"Music (Song)",1,"Music by Johnny Mandel; Lyrics by Paul Francis Webster","""The Shadow Of Your Smile""","The Sandpiper",NA,"tt0059674","1965","117 min"
"1965",38,"Foreign Language Film",1,"Czechoslovakia",NA,"The Shop on Main Street",NA,"tt0059527","1965","128 min"
"1965",38,"Best Picture",1,"Robert Wise, Producer",NA,"The Sound of Music",NA,"tt0059742","1965","172 min"
"1965",38,"Directing",1,"Robert Wise",NA,"The Sound of Music",NA,"tt0059742","1965","172 min"
"1965",38,"Film Editing",1,"William Reynolds",NA,"The Sound of Music",NA,"tt0059742","1965","172 min"
"1965",38,"Music (Scoring of Music, Adaptation or Treatment)",1,"Irwin Kostal",NA,"The Sound of Music",NA,"tt0059742","1965","172 min"
"1965",38,"Sound",1,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",NA,"The Sound of Music",NA,"tt0059742","1965","172 min"
"1965",38,"Special Visual Effects",1,"John Stears",NA,"Thunderball",NA,"tt0059800","1965","130 min"
"1965",38,"Documentary (Short Subject)",1,"Francis Thompson, Producer",NA,"To Be Alive!",NA,"tt0059814","1964","18 min"
"1966",39,"Music (Scoring of Music, Adaptation or Treatment)",1,"Ken Thorne",NA,"A Funny Thing Happened on the Way to the Forum",NA,"tt0060438","1966","99 min"
"1966",39,"Foreign Language Film",1,"France",NA,"A Man and a Woman",NA,"tt0061138","1966","102 min"
"1966",39,"Writing (Story and Screenplay, Written Directly for the Screen)",1,"Story by Claude Lelouch; Screenplay by Claude Lelouch, Pierre Uytterhoeven",NA,"A Man and a Woman",NA,"tt0061138","1966","102 min"
"1966",39,"Documentary (Short Subject)",1,"Edmond A. Levy, Producer",NA,"A Year toward Tomorrow",NA,NA,NA,NA
"1966",39,"Music (Original Music Score)",1,"John Barry",NA,"Born Free",NA,"tt0060182","1966","95 min"
"1966",39,"Music (Song)",1,"Music by John Barry; Lyrics by Don Black","""Born Free""","Born Free",NA,"tt0060182","1966","95 min"
"1966",39,"Art Direction (Color)",1,"Art Direction: Jack Martin Smith, Dale Hennesy; Set Decoration: Walter M. Scott, Stuart A. Reiss",NA,"Fantastic Voyage",NA,"tt0060397","1966","100 min"
"1966",39,"Special Visual Effects",1,"Art Cruickshank",NA,"Fantastic Voyage",NA,"tt0060397","1966","100 min"
"1966",39,"Film Editing",1,"Fredric Steinkamp, Henry Berman, Stewart Linder, Frank Santillo",NA,"Grand Prix",NA,"tt0060472","1966","176 min"
"1966",39,"Sound",1,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",NA,"Grand Prix",NA,"tt0060472","1966","176 min"
"1966",39,"Sound Effects",1,"Gordon Daniel",NA,"Grand Prix",NA,"tt0060472","1966","176 min"
"1966",39,"Short Subject (Cartoon)",1,"John Hubley and Faith Hubley, Producers",NA,"Herb Alpert and the Tijuana Brass Double Feature",NA,NA,NA,NA
"1966",39,"Actor in a Supporting Role",1,"Walter Matthau",NA,"The Fortune Cookie",NA,"tt0060424","1966","125 min"
"1966",39,"Documentary (Feature)",1,"Peter Watkins, Producer",NA,"The War Game",NA,"tt0059894","1966","48 min"
"1966",39,"Actress",1,"Elizabeth Taylor",NA,"Who's Afraid of Virginia Woolf?",NA,"tt0061184","1966","131 min"
"1966",39,"Actress in a Supporting Role",1,"Sandy Dennis",NA,"Who's Afraid of Virginia Woolf?",NA,"tt0061184","1966","131 min"
"1966",39,"Art Direction (Black and White)",1,"Art Direction: Richard Sylbert; Set Decoration: George James Hopkins",NA,"Who's Afraid of Virginia Woolf?",NA,"tt0061184","1966","131 min"
"1966",39,"Cinematography (Black and White)",1,"Haskell Wexler",NA,"Who's Afraid of Virginia Woolf?",NA,"tt0061184","1966","131 min"
"1966",39,"Costume Design (Black and White)",1,"Irene Sharaff",NA,"Who's Afraid of Virginia Woolf?",NA,"tt0061184","1966","131 min"
"1966",39,"Short Subject (Live Action)",1,"Edgar Anstey, Producer",NA,"Wild Wings",NA,"tt0061192","1965","34 min"
"1967",40,"Short Subject (Live Action)",1,"Christopher Chapman, Producer",NA,"A Place to Stand",NA,"tt0062131","1967","17 min"
"1967",40,"Actress in a Supporting Role",1,"Estelle Parsons",NA,"Bonnie and Clyde",NA,"tt0061418","1967","111 min"
"1967",40,"Cinematography",1,"Burnett Guffey",NA,"Bonnie and Clyde",NA,"tt0061418","1967","111 min"
"1967",40,"Art Direction",1,"Art Direction: John Truscott, Edward Carrere; Set Decoration: John W. Brown",NA,"Camelot",NA,"tt0061439","1967","179 min"
"1967",40,"Costume Design",1,"John Truscott",NA,"Camelot",NA,"tt0061439","1967","179 min"
"1967",40,"Music (Scoring of Music, Adaptation or Treatment)",1,"Alfred Newman, Ken Darby",NA,"Camelot",NA,"tt0061439","1967","179 min"
"1967",40,"Foreign Language Film",1,"Czechoslovakia",NA,"Closely Watched Trains",NA,"tt0060802","1966","92 min"
"1967",40,"Actor in a Supporting Role",1,"George Kennedy",NA,"Cool Hand Luke",NA,"tt0061512","1967","127 min"
"1967",40,"Music (Song)",1,"Music and Lyrics by Leslie Bricusse","""Talk To The Animals""","Doctor Dolittle",NA,"tt0061584","1967","152 min"
"1967",40,"Special Visual Effects",1,"L. B. Abbott",NA,"Doctor Dolittle",NA,"tt0061584","1967","152 min"
"1967",40,"Actress",1,"Katharine Hepburn",NA,"Guess Who's Coming to Dinner",NA,"tt0061735","1967","108 min"
"1967",40,"Writing (Story and Screenplay, Written Directly for the Screen)",1,"William Rose",NA,"Guess Who's Coming to Dinner",NA,"tt0061735","1967","108 min"
"1967",40,"Documentary (Feature)",1,"Pierre Schoendoerffer, Producer",NA,"The Anderson Platoon",NA,"tt0062244","1967","65 min"
"1967",40,"Short Subject (Cartoon)",1,"Fred Wolf, Producer",NA,"The Box",NA,"tt0061421","1967","9 min"
"1967",40,"Sound Effects",1,"John Poyner",NA,"The Dirty Dozen",NA,"tt0061578","1967","150 min"
"1967",40,"Directing",1,"Mike Nichols",NA,"The Graduate",NA,"tt0061722","1967","106 min"
"1967",40,"Documentary (Short Subject)",1,"Mark Harris and Trevor Greenwood, Producers",NA,"The Redwoods",NA,"tt0062184","1967","21 min"
"1967",40,"Music (Original Music Score)",1,"Elmer Bernstein",NA,"Thoroughly Modern Millie",NA,"tt0062362","1967","138 min"
"1968",41,"Special Visual Effects",1,"Stanley Kubrick",NA,"2001: A Space Odyssey",NA,"tt0062622","1968","149 min"
"1968",41,"Film Editing",1,"Frank P. Keller",NA,"Bullitt",NA,"tt0062765","1968","114 min"
"1968",41,"Actor",1,"Cliff Robertson",NA,"Charly",NA,"tt0062794","1968","103 min"
"1968",41,"Actress",1,"Barbra Streisand",NA,"Funny Girl",NA,"tt0062994","1968","151 min"
"1968",41,"Documentary (Feature)",1,"Bill McGaw, Producer",NA,"Journey into Self",NA,NA,NA,NA
"1968",41,"Honorary Award",1,"John Chambers",NA,"Planet of the Apes",NA,NA,NA,NA
"1968",41,"Short Subject (Live Action)",1,"Charles Guggenheim, Producer",NA,"Robert Kennedy Remembered",NA,"tt0063514","1968","30 min"
"1968",41,"Cinematography",1,"Pasqualino De Santis",NA,"Romeo and Juliet",NA,"tt0063518","1968","138 min"
"1968",41,"Costume Design",1,"Danilo Donati",NA,"Romeo and Juliet",NA,"tt0063518","1968","138 min"
"1968",41,"Actress in a Supporting Role",1,"Ruth Gordon",NA,"Rosemary's Baby",NA,"tt0063522","1968","137 min"
"1968",41,"Actress",1,"Katharine Hepburn",NA,"The Lion in Winter",NA,"tt0063227","1968","134 min"
"1968",41,"Music (Original Score, for a Motion Picture [Not a Musical])",1,"John Barry",NA,"The Lion in Winter",NA,"tt0063227","1968","134 min"
"1968",41,"Writing (Screenplay, Based on Material from Another Medium)",1,"James Goldman",NA,"The Lion in Winter",NA,"tt0063227","1968","134 min"
"1968",41,"Writing (Story and Screenplay, Written Directly for the Screen)",1,"Mel Brooks",NA,"The Producers",NA,"tt0063462","1967","88 min"
"1968",41,"Actor in a Supporting Role",1,"Jack Albertson",NA,"The Subject Was Roses",NA,"tt0063654","1968","107 min"
"1968",41,"Music (Song, Original for the Picture)",1,"Music by Michel Legrand; Lyrics by Alan Bergman and Marilyn Bergman","""The Windmills Of Your Mind""","The Thomas Crown Affair",NA,"tt0063688","1968","102 min"
"1968",41,"Foreign Language Film",1,"Union of Soviet Socialist Republics",NA,"War and Peace",NA,"tt0063794","1965","422 min"
"1968",41,"Documentary (Short Subject)",1,"Saul Bass, Producer",NA,"Why Man Creates",NA,"tt0063804","1968","29 min"
"1968",41,"Short Subject (Cartoon)",1,"Walt Disney, Producer",NA,"Winnie the Pooh and the Blustery Day",NA,"tt0063819","1968","25 min"
"1969",42,"Costume Design",1,"Margaret Furse",NA,"Anne of the Thousand Days",NA,"tt0064030","1969","145 min"
"1969",42,"Documentary (Feature)",1,"Bernard Chevry, Producer",NA,"Arthur Rubinstein - The Love of Life",NA,NA,NA,NA
"1969",42,"Cinematography",1,"Conrad Hall",NA,"Butch Cassidy and the Sundance Kid",NA,"tt0064115","1969","110 min"
"1969",42,"Music (Original Score, for a Motion Picture [Not a Musical])",1,"Burt Bacharach",NA,"Butch Cassidy and the Sundance Kid",NA,"tt0064115","1969","110 min"
"1969",42,"Music (Song, Original for the Picture)",1,"Music by Burt Bacharach; Lyrics by Hal David","""Raindrops Keep Fallin' On My Head""","Butch Cassidy and the Sundance Kid",NA,"tt0064115","1969","110 min"
"1969",42,"Writing (Story and Screenplay, Based on Material Not Previously Published or Produced)",1,"William Goldman",NA,"Butch Cassidy and the Sundance Kid",NA,"tt0064115","1969","110 min"
"1969",42,"Actress in a Supporting Role",1,"Goldie Hawn",NA,"Cactus Flower",NA,"tt0064117","1969","104 min"
"1969",42,"Documentary (Short Subject)",1,"Denis Sanders and Robert M. Fresco, Producers",NA,"Czechoslovakia 1968",NA,NA,NA,NA
"1969",42,"Art Direction",1,"Art Direction: John DeCuir, Jack Martin Smith, Herman Blumenthal; Set Decoration: Walter M. Scott, George Hopkins, Raphael Bretton",NA,"Hello, Dolly!",NA,"tt0064418","1969","146 min"
"1969",42,"Music (Score of a Musical Picture, Original or Adaptation)",1,"Adaptation score by Lennie Hayton and Lionel Newman",NA,"Hello, Dolly!",NA,"tt0064418","1969","146 min"
"1969",42,"Sound",1,"Jack Solomon, Murray Spivack",NA,"Hello, Dolly!",NA,"tt0064418","1969","146 min"
"1969",42,"Short Subject (Cartoon)",1,"Ward Kimball, Producer",NA,"It's Tough to Be a Bird",NA,"tt0064504","1969","21 min"
"1969",42,"Special Visual Effects",1,"Robbie Robertson",NA,"Marooned",NA,"tt0064639","1969","134 min"
"1969",42,"Best Picture",1,"Jerome Hellman, Producer",NA,"Midnight Cowboy",NA,"tt0064665","1969","113 min"
"1969",42,"Directing",1,"John Schlesinger",NA,"Midnight Cowboy",NA,"tt0064665","1969","113 min"
"1969",42,"Writing (Screenplay, Based on Material from Another Medium)",1,"Waldo Salt",NA,"Midnight Cowboy",NA,"tt0064665","1969","113 min"
"1969",42,"Short Subject (Live Action)",1,"Joan Keller Stern, Producer",NA,"The Magic Machines",NA,"tt0064623","1969","15 min"
"1969",42,"Actress",1,"Maggie Smith",NA,"The Prime of Miss Jean Brodie",NA,"tt0064840","1969","116 min"
"1969",42,"Actor in a Supporting Role",1,"Gig Young",NA,"They Shoot Horses, Don't They?",NA,"tt0065088","1969","129 min"
"1969",42,"Actor",1,"John Wayne",NA,"True Grit",NA,"tt0065126","1969","128 min"
"1969",42,"Film Editing",1,"Françoise Bonnot",NA,"Z",NA,"tt0065234","1969","127 min"
"1969",42,"Foreign Language Film",1,"Algeria",NA,"Z",NA,"tt0065234","1969","127 min"
"1970",43,"Actress in a Supporting Role",1,"Helen Hayes",NA,"Airport",NA,"tt0065377","1970","137 min"
"1970",43,"Costume Design",1,"Nino Novarese",NA,"Cromwell",NA,"tt0065593","1970","139 min"
"1970",43,"Documentary (Short Subject)",1,"Joseph Strick, Producer",NA,"Interviews with My Lai Veterans",NA,"tt0065894","1971","22 min"
"1970",43,"Foreign Language Film",1,"Italy",NA,"Investigation of a Citizen above Suspicion",NA,NA,NA,NA
"1970",43,"Short Subject (Cartoon)",1,"Nick Bosustow, Producer",NA,"Is It Always Right to Be Right?",NA,"tt0065901","1970","8 min"
"1970",43,"Music (Original Song Score)",1,"Music and lyrics by The Beatles",NA,"Let It Be",NA,"tt0065976","1969","81 min"
"1970",43,"Music (Original Score)",1,"Francis Lai",NA,"Love Story",NA,"tt0066011","1970","100 min"
"1970",43,"Music (Song, Original for the Picture)",1,"Music by Fred Karlin; Lyrics by Robb Royer (aka Robb Wilson) and James Griffin (aka Arthur James)","""For All We Know""","Lovers and Other Strangers",NA,"tt0066016","1970","104 min"
"1970",43,"Writing (Screenplay, Based on Material from Another Medium)",1,"Ring Lardner, Jr.",NA,"M*A*S*H",NA,NA,NA,NA
"1970",43,"Actress in a Supporting Role",1,"Sally Kellerman",NA,"MA*S*H",NA,NA,NA,NA
"1970",43,"Best Picture",1,"Ingo Preminger, Producer",NA,"MA*S*H",NA,NA,NA,NA
"1970",43,"Directing",1,"Robert Altman",NA,"MA*S*H",NA,NA,NA,NA
"1970",43,"Film Editing",1,"Danford B. Greene",NA,"MA*S*H",NA,NA,NA,NA
"1970",43,"Actor in a Supporting Role",1,"John Mills",NA,"Ryan's Daughter",NA,"tt0066319","1970","206 min"
"1970",43,"Cinematography",1,"Freddie Young",NA,"Ryan's Daughter",NA,"tt0066319","1970","206 min"
"1970",43,"Short Subject (Live Action)",1,"John Longenecker, Producer",NA,"The Resurrection of Broncho Billy",NA,"tt0066294","1970","23 min"
"1970",43,"Special Visual Effects",1,"A. D. Flowers, L. B. Abbott",NA,"Tora! Tora! Tora!",NA,"tt0066473","1970","144 min"
"1970",43,"Actress",1,"Glenda Jackson",NA,"Women in Love",NA,"tt0066579","1969","131 min"
"1970",43,"Documentary (Feature)",1,"Bob Maurice, Producer",NA,"Woodstock",NA,"tt0066580","1970","184 min"
"1971",44,"Special Visual Effects",1,"Alan Maley, Eustace Lycett, Danny Lee",NA,"Bedknobs and Broomsticks",NA,"tt0066817","1971","117 min"
"1971",44,"Cinematography",1,"Oswald Morris",NA,"Fiddler on the Roof",NA,"tt0067093","1971","181 min"
"1971",44,"Music (Scoring: Adaptation and Original Song Score)",1,"Adaptation Score by John Williams",NA,"Fiddler on the Roof",NA,"tt0067093","1971","181 min"
"1971",44,"Sound",1,"Gordon K. McCallum, David Hildyard",NA,"Fiddler on the Roof",NA,"tt0067093","1971","181 min"
"1971",44,"Actress",1,"Jane Fonda",NA,"Klute",NA,"tt0067309","1971","114 min"
"1971",44,"Art Direction",1,"Art Direction: John Box, Ernest Archer, Jack Maxsted, Gil Parrondo; Set Decoration: Vernon Dixon",NA,"Nicholas and Alexandra",NA,"tt0067483","1971","183 min"
"1971",44,"Costume Design",1,"Yvonne Blake, Antonio Castillo",NA,"Nicholas and Alexandra",NA,"tt0067483","1971","183 min"
"1971",44,"Documentary (Short Subject)",1,"Manuel Arango and Robert Amram, Producers",NA,"Sentinels of Silence",NA,"tt0067733","1971","18 min"
"1971",44,"Short Subject (Live Action)",1,"Manuel Arango and Robert Amram, Producers",NA,"Sentinels of Silence",NA,"tt0067733","1971","18 min"
"1971",44,"Music (Song, Original for the Picture)",1,"Music and Lyrics by Isaac Hayes","""Theme From Shaft""","Shaft",NA,"tt0067741","1971","100 min"
"1971",44,"Music (Original Dramatic Score)",1,"Michel Legrand",NA,"Summer of '42",NA,"tt0067803","1971","104 min"
"1971",44,"Short Subject (Animated)",1,"Ted Petok, Producer",NA,"The Crunch Bird",NA,"tt0066959","1971","2 min"
"1971",44,"Foreign Language Film",1,"Italy",NA,"The Garden of the Finzi Continis",NA,NA,NA,NA
"1971",44,"Documentary (Feature)",1,"Walon Green, Producer",NA,"The Hellstrom Chronicle",NA,"tt0067197","1971","90 min"
"1971",44,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",1,"Paddy Chayefsky",NA,"The Hospital",NA,"tt0067217","1971","103 min"
"1972",45,"Short Subject (Animated)",1,"Richard Williams, Producer",NA,"A Christmas Carol",NA,"tt0068373","1971","28 min"
"1972",45,"Actress in a Supporting Role",1,"Eileen Heckart",NA,"Butterflies Are Free",NA,"tt0068326","1972","109 min"
"1972",45,"Special Achievement Award (Visual Effects)",1,"The Poseidon Adventure",NA,"L. B. Abbott, A. D. Flowers",NA,NA,NA,NA
"1972",45,"Music (Original Dramatic Score)",1,"Charles Chaplin, Raymond Rasch, Larry Russell",NA,"Limelight",NA,"tt0044837","1952","137 min"
"1972",45,"Documentary (Feature)",1,"Howard Smith and Sarah Kernochan, Producers",NA,"Marjoe",NA,"tt0068924","1972","88 min"
"1972",45,"Short Subject (Live Action)",1,"Richard Barclay, Producer",NA,"Norman Rockwell's World...An American Dream",NA,NA,NA,NA
"1972",45,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",1,"Jeremy Larner",NA,"The Candidate",NA,"tt0068334","1972","110 min"
"1972",45,"Foreign Language Film",1,"France",NA,"The Discreet Charm of the Bourgeoisie",NA,"tt0068361","1972","102 min"
"1972",45,"Music (Song, Original for the Picture)",1,"Music and Lyrics by Al Kasha and Joel Hirschhorn","""The Morning After""","The Poseidon Adventure",NA,"tt0069113","1972","117 min"
"1972",45,"Documentary (Short Subject)",1,"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers",NA,"This Tiny World",NA,NA,NA,NA
"1972",45,"Costume Design",1,"Anthony Powell",NA,"Travels with My Aunt",NA,"tt0069404","1972","108 min"
"1973",46,"Actress",1,"Glenda Jackson",NA,"A Touch of Class",NA,"tt0070819","1973","106 min"
"1973",46,"Cinematography",1,"Sven Nykvist",NA,"Cries and Whispers",NA,NA,NA,NA
"1973",46,"Foreign Language Film",1,"France",NA,"Day for Night",NA,"tt0070460","1973","116 min"
